Speaker	Recording	Speaker ID	Stimuli	Gender	File	Human Label 1	Human Label 2	Human Boundary	MFA Label 1	MFA Label 2	MFA Boundary	Diff	Diff(abs)
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub0adv0anim1_indef	also	neg	0.5845362989496529	ye3	mei2	0.55	0.03453629894965282	0.03453629894965282
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub0adv0anim1_indef	neg	v-asp	0.7728787959965313	mei2	qu4cai3fang3	0.74	0.03287879599653132	0.03287879599653132
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub0adv0anim1_indef	v-asp	wh	1.33	qu4cai3fang3	na3wei4ji4zhe3	1.33	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub0adv0anim1_indef	wh	SIL	2.09	na3wei4ji4zhe3	SIL	2.1	-0.010000000000000231	0.010000000000000231
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_indef	SIL	wh	0.58	SIL	na3wei4ji4zhe3	0.57	0.010000000000000009	0.010000000000000009
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_indef	wh	also	1.25	na3wei4ji4zhe3	ye3	1.24	0.010000000000000009	0.010000000000000009
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_indef	also	neg	1.39	ye3	mei2	1.38	0.010000000000000009	0.010000000000000009
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_indef	neg	v-asp	1.5900748913947895	mei2	qu4cai3fang3	1.55	0.04007489139478948	0.04007489139478948
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_indef	v-asp	obj	2.15	qu4cai3fang3	zhang1wei3	2.15	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_indef	obj	SIL	2.53	zhang1wei3	SIL	2.53	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_interro	SIL	wh	0.2	SIL	na3wei4ji4zhe3	0.2	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_interro	wh	also	1.04	na3wei4ji4zhe3	ye3	1.03	0.010000000000000009	0.010000000000000009
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_interro	also	neg	1.23	ye3	mei2	1.23	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_interro	neg	v-asp	1.4377570659814107	mei2	qu4cai3fang3	1.38	0.05775706598141084	0.05775706598141084
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_interro	v-asp	obj	1.89	qu4cai3fang3	zhang1wei3	1.89	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv0anim1_interro	obj	SIL	2.43	zhang1wei3	SIL	2.44	-0.009999999999999787	0.009999999999999787
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_indef	SIL	adv	0.25	SIL	zuo2tian1	0.24	0.010000000000000009	0.010000000000000009
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_indef	adv	wh	0.57	zuo2tian1	na3wei4ji4zhe3	0.57	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_indef	wh	also	1.1697400799441517	na3wei4ji4zhe3	ye3	1.16	0.009740079944151825	0.009740079944151825
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_indef	also	neg	1.3	ye3	mei2	1.3	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_indef	neg	v-asp	1.4721400283779402	mei2	qu4cai3fang3	1.44	0.03214002837794028	0.03214002837794028
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_indef	v-asp	obj	1.9	qu4cai3fang3	zhang1wei3	1.9	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_indef	obj	SIL	2.26	zhang1wei3	SIL	2.28	-0.020000000000000018	0.020000000000000018
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_interro	SIL	adv	0.08195815842027755	SIL	zuo2tian1	0.03	0.05195815842027755	0.05195815842027755
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_interro	adv	wh	0.35	zuo2tian1	na3wei4ji4zhe3	0.35	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_interro	wh	also	1	na3wei4ji4zhe3	ye3	1	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_interro	also	neg	1.23	ye3	mei2	1.23	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_interro	neg	v-asp	1.41	mei2	qu4cai3fang3	1.41	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_interro	v-asp	obj	1.9	qu4cai3fang3	zhang1wei3	1.9	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv1anim1_interro	obj	SIL	2.43	zhang1wei3	SIL	2.44	-0.009999999999999787	0.009999999999999787
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv2anim1_indef	SIL	adv	0.054871776481068744	SIL	zuo2tian1dian4ying3jie2kai1mu4shi4hou4	0.03	0.024871776481068746	0.024871776481068746
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv2anim1_indef	adv	wh	1.62	zuo2tian1dian4ying3jie2kai1mu4shi4hou4	na3wei4ji4zhe3	1.62	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv2anim1_indef	wh	also	2.34	na3wei4ji4zhe3	ye3	2.34	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv2anim1_indef	also	neg	2.51	ye3	mei2	2.5	0.009999999999999787	0.009999999999999787
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv2anim1_indef	neg	v-asp	2.67	mei2	qu4cai3fang3	2.67	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv2anim1_indef	v-asp	obj	3.17	qu4cai3fang3	zhang1wei3	3.17	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl1sub1adv2anim1_indef	obj	SIL	3.59	zhang1wei3	SIL	3.59	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_indef	SIL	sub	0.29369718372239184	SIL	guo1xiang1	0.22	0.07369718372239184	0.07369718372239184
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_indef	sub	also	0.64	guo1xiang1	ye3	0.63	0.010000000000000009	0.010000000000000009
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_indef	also	neg	0.7719165723700768	ye3	mei2	0.75	0.021916572370076826	0.021916572370076826
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_indef	neg	v-asp	0.92	mei2	ying3xiang3guo4	0.92	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_indef	v-asp	wh	1.41	ying3xiang3guo4	shen3me	1.41	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_indef	wh	SIL	1.74	shen3me	SIL	1.74	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_interro	SIL	sub	0.3468326853402684	SIL	guo1xiang1	0.24	0.10683268534026841	0.10683268534026841
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_interro	sub	also	0.62	guo1xiang1	ye3	0.62	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_interro	also	neg	0.7451322390724172	ye3	mei2	0.71	0.03513223907241725	0.03513223907241725
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_interro	neg	v-asp	0.89	mei2	ying3xiang3guo4	0.91	-0.020000000000000018	0.020000000000000018
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_interro	v-asp	wh	1.31	ying3xiang3guo4	shen3me	1.31	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub0adv0anim0_interro	wh	SIL	1.6451857760775326	shen3me	SIL	1.76	-0.11481422392246743	0.11481422392246743
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub1adv0anim0_interro	SIL	wh	0.14726915496210155	SIL	shen3me	0.08	0.06726915496210155	0.06726915496210155
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub1adv0anim0_interro	wh	also	0.6	shen3me	ye3	0.6	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub1adv0anim0_interro	also	neg	0.8	ye3	mei2	0.79	0.010000000000000009	0.010000000000000009
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s3dl0sub1adv0anim0_interro	neg	v-asp	1	mei2	ying3xiang3guo4	1	0.0	0.0
