Speaker	Recording	Speaker ID	Stimuli	Gender	File	Human Label 1	Human Label 2	Human Boundary	MFA Label 1	MFA Label 2	MFA Boundary	Diff	Diff(abs)
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv0anim1_interro	ming2	SIL	1.9	ming2	SIL	1.9	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_indef	SIL	zuo2	0.06	SIL	zuo2	0.06	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_indef	zuo2	tian1	0.25561502333491537	zuo2	tian1	0.23	0.02561502333491536	0.02561502333491536
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_indef	tian1	shui2	0.38	tian1	shui2	0.38	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_indef	shui2	ye3	0.58	shui2	ye3	0.58	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_indef	ye3	mei2	0.6833483329378263	ye3	mei2	0.64	0.04334833293782625	0.04334833293782625
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_indef	mei2	jian4	0.85	mei2	jian4	0.85	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_indef	jian4	guo4	1.02	jian4	guo4	1.02	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_indef	guo4	li3	1.13	guo4	li3	1.13	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_indef	li3	ming2	1.27	li3	ming2	1.27	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_indef	ming2	SIL	1.63	ming2	SIL	1.63	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_interro	SIL	zuo2	0.09	SIL	zuo2	0.09	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_interro	zuo2	tian1	0.36083279485277137	zuo2	tian1	0.33	0.03083279485277135	0.03083279485277135
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_interro	tian1	shui2	0.56	tian1	shui2	0.56	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_interro	shui2	ye3	0.9722271868963214	shui2	ye3	0.91	0.06222718689632134	0.06222718689632134
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_interro	ye3	mei2	1.1753924041281842	ye3	mei2	1.11	0.06539240412818415	0.06539240412818415
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_interro	mei2	jian4	1.3	mei2	jian4	1.3	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_interro	jian4	guo4	1.500894790913991	jian4	guo4	1.47	0.030894790913990944	0.030894790913990944
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_interro	guo4	li3	1.57	guo4	li3	1.57	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_interro	li3	ming2	1.68	li3	ming2	1.68	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv1anim1_interro	ming2	SIL	2.31	ming2	SIL	2.31	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	SIL	shang4	0.12	SIL	shang4	0.12	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	shang4	ge4	0.4	shang4	ge4	0.4	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	ge4	xing1	0.48	ge4	xing1	0.48	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	xing1	qi1	0.65	xing1	qi1	0.65	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	qi1	san1	0.77	qi1	san1	0.77	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	san1	shui2	1.02	san1	shui2	1.02	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	shui2	ye3	1.2	shui2	ye3	1.2	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	ye3	mei2	1.3498743979294272	ye3	mei2	1.33	0.019874397929427134	0.019874397929427134
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	mei2	jian4	1.54	mei2	jian4	1.54	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	jian4	guo4	1.7283699885678008	jian4	guo4	1.7	0.02836998856780082	0.02836998856780082
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	guo4	li3	1.9011961057729025	guo4	li3	1.84	0.061196105772902465	0.061196105772902465
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	li3	ming2	2	li3	ming2	2	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_indef	ming2	SIL	2.3471	ming2	SIL	2.3471	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	SIL	shang4	0.07513489798986957	SIL	shang4	0.05	0.025134897989869565	0.025134897989869565
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	shang4	ge4	0.308331967858537	shang4	ge4	0.28	0.028331967858536977	0.028331967858536977
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	ge4	xing1	0.36	ge4	xing1	0.36	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	xing1	qi1	0.55	xing1	qi1	0.55	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	qi1	san1	0.65	qi1	san1	0.65	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	san1	shui2	0.88	san1	shui2	0.88	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	shui2	ye3	1.29	shui2	ye3	1.29	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	ye3	mei2	1.43	ye3	mei2	1.43	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	mei2	jian4	1.65	mei2	jian4	1.65	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	jian4	guo4	1.8	jian4	guo4	1.8	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	guo4	li3	1.89	guo4	li3	1.89	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl0sub1adv2anim1_interro	li3	ming2	2.01	li3	ming2	2.01	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_indef	SIL	na3	0.05	SIL	na3	0.05	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_indef	na3	ge4	0.27	na3	ge4	0.27	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_indef	ge4	xue2	0.38	ge4	xue2	0.38	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_indef	xue2	sheng1	0.52	xue2	sheng1	0.52	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_indef	sheng1	ye3	0.68	sheng1	ye3	0.68	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_indef	ye3	mei2	0.8296323385743124	ye3	mei2	0.8	0.029632338574312356	0.029632338574312356
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_indef	mei2	jian4	0.99	mei2	jian4	0.99	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_indef	jian4	guo4	1.15	jian4	guo4	1.15	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_indef	guo4	li3	1.26	guo4	li3	1.26	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_indef	li3	ming2	1.39	li3	ming2	1.39	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_interro	SIL	na3	0.03	SIL	na3	0.03	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_interro	na3	ge4	0.22	na3	ge4	0.22	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_interro	ge4	xue2	0.32	ge4	xue2	0.32	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_interro	xue2	sheng1	0.51	xue2	sheng1	0.51	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_interro	sheng1	ye3	0.67	sheng1	ye3	0.67	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_interro	ye3	mei2	0.8184238281628262	ye3	mei2	0.8	0.018423828162826172	0.018423828162826172
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_interro	mei2	jian4	0.98	mei2	jian4	0.98	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_interro	jian4	guo4	1.13	jian4	guo4	1.13	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_interro	guo4	li3	1.24	guo4	li3	1.24	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv0anim1_interro	li3	ming2	1.37	li3	ming2	1.37	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	SIL	zuo2	0.03	SIL	zuo2	0.03	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	zuo2	tian1	0.21546714106485954	zuo2	tian1	0.2	0.015467141064859524	0.015467141064859524
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	tian1	na3	0.42	tian1	na3	0.42	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	na3	ge4	0.6	na3	ge4	0.6	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	ge4	xue2	0.71	ge4	xue2	0.71	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	xue2	sheng1	0.89	xue2	sheng1	0.89	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	sheng1	ye3	1.07	sheng1	ye3	1.07	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	ye3	mei2	1.217143837808988	ye3	mei2	1.19	0.027143837808988103	0.027143837808988103
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	mei2	jian4	1.41	mei2	jian4	1.41	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	jian4	guo4	1.57	jian4	guo4	1.57	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	guo4	li3	1.7	guo4	li3	1.7	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	li3	ming2	1.87	li3	ming2	1.87	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_indef	ming2	SIL	2.15	ming2	SIL	2.15	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	zuo2	tian1	0.15361044312472386	zuo2	tian1	0.14	0.013610443124723842	0.013610443124723842
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	tian1	na3	0.33	tian1	na3	0.33	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	na3	ge4	0.51	na3	ge4	0.51	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	ge4	xue2	0.6303872329304618	ge4	xue2	0.6	0.03038723293046186	0.03038723293046186
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	xue2	sheng1	0.8200942082426397	xue2	sheng1	0.79	0.030094208242639642	0.030094208242639642
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	sheng1	ye3	0.98	sheng1	ye3	0.98	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	ye3	mei2	1.2	ye3	mei2	1.2	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	mei2	jian4	1.4174575636817222	mei2	jian4	1.43	-0.012542436318277783	0.012542436318277783
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	jian4	guo4	1.58	jian4	guo4	1.58	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	guo4	li3	1.72	guo4	li3	1.72	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	li3	ming2	1.88	li3	ming2	1.88	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv1anim1_interro	ming2	SIL	2.26	ming2	SIL	2.26	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	SIL	shang4	0.08	SIL	shang4	0.08	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	shang4	ge4	0.34	shang4	ge4	0.34	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	ge4	xing1	0.42	ge4	xing1	0.42	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	xing1	qi1	0.6	xing1	qi1	0.6	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	qi1	san1	0.72	qi1	san1	0.72	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	san1	na3	0.96	san1	na3	0.96	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	na3	ge4	1.13	na3	ge4	1.13	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	ge4	xue2	1.2277243345474913	ge4	xue2	1.21	0.01772433454749134	0.01772433454749134
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	xue2	sheng1	1.3869922739455842	xue2	sheng1	1.36	0.026992273945584122	0.026992273945584122
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	sheng1	ye3	1.54	sheng1	ye3	1.54	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	ye3	mei2	1.64	ye3	mei2	1.64	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	mei2	jian4	1.82	mei2	jian4	1.82	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	jian4	guo4	1.96	jian4	guo4	1.96	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	guo4	li3	2.08	guo4	li3	2.08	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	li3	ming2	2.23	li3	ming2	2.23	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s1dl1sub1adv2anim1_indef	ming2	SIL	2.58	ming2	SIL	2.58	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_indef	SIL	zhang1	0.1	SIL	zhang1	0.1	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_indef	zhang1	wei3	0.33	zhang1	wei3	0.33	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_indef	wei3	ye3	0.43	wei3	ye3	0.43	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_indef	ye3	mei2	0.56	ye3	mei2	0.56	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_indef	mei2	qu4	0.78	mei2	qu4	0.78	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_indef	qu4	cai3	0.9	qu4	cai3	0.9	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_indef	cai3	fang3	1.07	cai3	fang3	1.07	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_indef	fang3	shui2	1.25	fang3	shui2	1.25	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_indef	shui2	SIL	1.51	shui2	SIL	1.51	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_interro	zhang1	wei3	0.34	zhang1	wei3	0.34	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_interro	wei3	ye3	0.49	wei3	ye3	0.49	0.0	0.0
Lab_Speaker1_Group1_F	Lab	Speaker1	Group1	F	TMP_g1s2dl0sub0adv0anim1_interro	ye3	mei2	0.8251430015298805	ye3	mei2	0.79	0.03514300152988048	0.03514300152988048
